entry_step,exit_step,entry_date,exit_date,type,entry_price,exit_price,position_size,notional_size,pnl_usd,pnl_pct,fee,net_pnl
213,214,2007-01-24,2007-01-25,LONG,648.3,645.7,3927.56504686198,19637.8252343099,-393.7864075983647,-10.026222427887975,3.9275650468619805,-397.71397264522665
218,219,2007-01-31,2007-02-01,LONG,652.5,656.9,3887.793649597458,19438.96824798729,655.413488821024,16.85823754789263,3.8877936495974583,651.5256951714265
223,224,2007-02-07,2007-02-08,LONG,650.9,660.0,3952.9462191146004,19764.731095573003,1381.6181669205312,34.95160546935022,3.9529462191146005,1377.6652207014165
229,230,2007-02-15,2007-02-16,LONG,669.2,669.0,4090.7127411847423,20453.563705923712,-30.564201592839755,-0.7471607890019631,4.090712741184743,-34.6549143340245
232,233,2007-02-20,2007-02-21,LONG,656.9,678.4,4087.24724975134,20436.2362487567,3344.337641560885,81.82371746080074,4.08724724975134,3340.2503943111337
237,239,2007-02-27,2007-03-01,LONG,662.9,664.0,4421.272289182453,22106.361445912265,183.4137697277417,4.148438678533801,4.421272289182453,178.99249743855927
242,244,2007-03-06,2007-03-08,LONG,646.2,651.3,4439.171538926309,22195.857694631544,875.8811067983506,19.730733519034,4.439171538926309,871.4419352594243
247,248,2007-03-13,2007-03-14,LONG,643.0,643.9,4526.315732452252,22631.578662261258,158.38585377942937,3.4992223950232395,4.526315732452252,153.85953804697712
251,251,2007-03-19,2007-03-19,LONG,652.7,652.7,4541.70168625695,22708.50843128475,0.0,0.0,4.541701686256951,-4.541701686256951
4,5,2007-03-26,2007-03-27,LONG,663.6,664.1,4541.247516088323,22706.237580441615,85.54188359117546,1.8836648583484026,4.541247516088323,81.00063607508714
10,12,2007-04-03,2007-04-05,LONG,663.7,674.2,4549.347579695832,22746.737898479158,1799.3125503543101,39.551001958716284,4.549347579695832,1794.7632027746142
15,16,2007-04-10,2007-04-11,LONG,677.2,676.9,4728.823899973293,23644.119499866465,-52.37179452127549,-1.1075014766688873,4.728823899973293,-57.10061842124878
20,21,2007-04-17,2007-04-18,LONG,686.1,689.4,4723.1138381311675,23615.56919065584,567.9301729278764,12.02448622649743,4.723113838131168,563.2070590897451
34,35,2007-05-07,2007-05-08,LONG,688.4,685.1,4779.434544040142,23897.17272020071,-572.7823211552968,-11.984311446833072,4.779434544040142,-577.5617556993369
36,37,2007-05-09,2007-05-10,LONG,680.1,665.7,4721.678368470209,23608.391842351044,-2499.344526759701,-52.93339214821342,4.721678368470209,-2504.066205128171
42,44,2007-05-17,2007-05-21,LONG,657.3,662.8,4471.271747957391,22356.358739786956,935.3413438979785,20.918910695268522,4.471271747957392,930.8700721500211
47,48,2007-05-24,2007-05-25,LONG,654.3,655.5,4564.358755172393,22821.793775861966,209.27825562460185,4.585052728106547,4.564358755172393,204.71389686942945
52,54,2007-05-31,2007-06-04,LONG,660.3,670.6,4584.8301448593365,22924.150724296684,1787.9657160401139,38.99742541269147,4.584830144859337,1783.3808858952546
57,58,2007-06-07,2007-06-08,LONG,658.8,648.9,4763.168233448862,23815.84116724431,-1789.4416177574237,-37.56830601092888,4.763168233448862,-1794.2047859908726
64,65,2007-06-18,2007-06-19,LONG,655.9,661.2,4583.7477548497745,22918.73877424887,925.974352062209,20.20125019057809,4.5837477548497745,921.3906043073592
68,69,2007-06-22,2007-06-25,LONG,653.4,650.8,4675.886815280511,23379.434076402555,-465.1555601365716,-9.947964493419125,4.675886815280511,-469.8314469518521
70,72,2007-06-26,2007-06-28,LONG,641.1,648.6,4628.903670585325,23144.518352926625,1353.797283161361,29.246607393542355,4.628903670585325,1349.1683794907758
75,76,2007-07-03,2007-07-04,LONG,652.9,653.9,4763.8205085344025,23819.10254267201,182.41003632004913,3.82907030173074,4.763820508534403,177.64621581151474
80,81,2007-07-10,2007-07-11,LONG,663.0,660.8,4781.5851301155535,23907.925650577767,-396.6624165254311,-8.295625942684936,4.781585130115554,-401.4440016555467
82,84,2007-07-12,2007-07-16,LONG,666.6,664.5,4741.440729949999,23707.203649749994,-373.4258000635728,-7.8757875787579605,4.741440729949999,-378.1672407935228
86,88,2007-07-18,2007-07-20,LONG,672.6,682.9,4703.624005870647,23518.120029353235,1800.7481140524624,38.28426999702629,4.7036240058706476,1796.0444900465918
89,90,2007-07-23,2007-07-24,LONG,681.3,680.6,4883.228454875306,24416.14227437653,-125.43152496742921,-2.5686188169673114,4.883228454875306,-130.3147534223045
93,95,2007-07-27,2007-07-31,LONG,660.6,664.0,4870.196979533076,24350.98489766538,626.6526540422476,12.867090523766189,4.870196979533077,621.7824570627146
96,97,2007-08-01,2007-08-02,LONG,666.6,665.3,4932.375225239347,24661.876126196734,-240.4773399644272,-4.875487548755131,4.932375225239347,-245.40971518966654
104,105,2007-08-13,2007-08-14,LONG,669.1,668.8,4907.834253720381,24539.171268601902,-55.012340312227195,-1.120908683306188,4.907834253720381,-59.920174565947576
109,110,2007-08-20,2007-08-21,LONG,657.3,657.1,4901.842236263786,24509.21118131893,-37.28770908460455,-0.7606876616458688,4.901842236263787,-42.18955132086834
112,113,2007-08-23,2007-08-24,LONG,659.9,668.2,4897.6232811316995,24488.116405658497,1540.0164128426063,31.444158205789012,4.8976232811316995,1535.1187895614746
115,116,2007-08-28,2007-08-29,LONG,662.5,667.2,5051.135160087848,25255.67580043924,895.8617076382308,17.735849056603943,5.051135160087848,890.810572478143
119,121,2007-09-02,2007-09-04,LONG,672.7,681.5,5140.216217335662,25701.08108667831,1681.0577788224168,32.70402854169747,5.140216217335662,1675.9175626050812
124,126,2007-09-07,2007-09-11,LONG,700.1,712.1,5307.80797359617,26539.03986798085,2274.4499244091576,42.851021282673905,5.30780797359617,2269.1421164355615
129,130,2007-09-14,2007-09-17,LONG,707.5,717.4,5534.722185239727,27673.610926198635,1936.1748987234337,34.98233215547695,5.534722185239727,1930.640176538194
133,134,2007-09-20,2007-09-21,LONG,733.4,730.6,5727.786202893546,28638.93101446773,-546.6935290462799,-9.544586855740231,5.7277862028935465,-552.4213152491734
138,139,2007-09-27,2007-09-28,LONG,734.2,742.7,5672.544071368629,28362.720356843147,1641.8082472975125,28.94306728411877,5.6725440713686295,1636.135703226144
142,143,2007-10-03,2007-10-04,LONG,727.7,737.6,5836.157641691243,29180.788208456215,1984.9512385853777,34.011268379826774,5.836157641691243,1979.1150809436865
144,148,2007-10-05,2007-10-11,LONG,741.7,747.5,6034.069149785612,30170.345748928063,1179.6414004569326,19.54968316030725,6.034069149785613,1173.607331307147
159,162,2007-10-26,2007-10-31,LONG,784.8,795.5,6151.429882916327,30757.149414581636,2096.7220867483747,34.08511722731921,6.151429882916328,2090.570656865458
167,168,2007-11-07,2007-11-08,LONG,830.5,832.8,6360.486948602873,31802.434743014364,440.37086037887775,6.923540036122682,6.3604869486028734,434.01037343027485
182,183,2007-11-28,2007-11-29,LONG,804.3,792.9,6403.8879859459,32019.439929729502,-2269.1882083732166,-35.43453935098837,6.403887985945901,-2275.5920963591625
187,188,2007-12-05,2007-12-06,LONG,795.1,802.0,6176.328776309983,30881.643881549917,1339.9782592296172,21.695384228398872,6.176328776309983,1333.8019304533072
193,195,2007-12-13,2007-12-17,LONG,797.1,793.0,6309.708969355314,31548.54484677657,-811.3726876915358,-12.859114289298775,6.309708969355315,-817.6823966608912
197,198,2007-12-19,2007-12-20,LONG,802.1,796.2,6227.940729689225,31139.703648446124,-1145.270237662582,-18.389228275776016,6.227940729689225,-1151.4981783922713
200,201,2007-12-24,2007-12-26,LONG,812.6,823.3,6112.790911849998,30563.954559249993,2012.2711899087672,32.91902535072585,6.112790911849999,2006.1583989969172
204,206,2007-12-31,2008-01-03,LONG,832.0,864.5,6313.406751749691,31567.033758748454,6165.436281005557,97.65625,6.3134067517496915,6159.122874253808
208,209,2008-01-07,2008-01-08,LONG,857.7,877.5,6929.319039175071,34646.59519587536,3999.082341601553,57.71248688352557,6.929319039175072,3992.153022562378
211,212,2008-01-10,2008-01-11,LONG,892.8,895.8,7328.53434143131,36642.67170715655,615.6362854024958,8.400537634408602,7.32853434143131,608.3077510610644
213,214,2008-01-14,2008-01-15,LONG,903.7,888.1,7389.365116537418,36946.82558268709,-3188.948097211018,-43.155914573420446,7.389365116537418,-3196.3374623275554
218,219,2008-01-21,2008-01-22,LONG,864.8,891.8,7069.731370304662,35348.65685152331,5518.118264287288,78.05272895467161,7.069731370304662,5511.048532916983
223,224,2008-01-28,2008-01-29,LONG,928.7,923.5,7620.83622359636,38104.181117981796,-1066.769364776069,-13.99806180682687,7.62083622359636,-1074.3902009996655
229,230,2008-02-05,2008-02-06,LONG,888.2,900.3,7513.397203496393,37566.98601748196,2558.8861225598307,34.05764467462258,7.5133972034963925,2551.3727253563343
232,233,2008-02-08,2008-02-11,LONG,920.5,923.0,7768.534476032027,38842.67238016013,527.4670339511154,6.7897881586094515,7.768534476032027,519.6984994750833
237,239,2008-02-15,2008-02-19,LONG,902.3,927.4,7820.504325979533,39102.52162989767,5438.730427299304,69.5444973955448,7.820504325979534,5430.909922973325
242,244,2008-02-22,2008-02-26,LONG,945.3,947.8,8363.595318276866,41817.97659138433,552.9722917510887,6.611657674812229,8.363595318276866,544.6086964328118
247,248,2008-02-29,2008-03-03,LONG,973.6,983.6,8418.056187920147,42090.280939600736,2161.5797524445734,25.677896466721446,8.418056187920147,2153.161696256653
251,251,2008-03-06,2008-03-06,LONG,978.5,978.5,8633.372357545812,43166.86178772906,0.0,0.0,8.633372357545813,-8.633372357545813
4,5,2008-03-13,2008-03-14,LONG,995.1,1002.5,8632.509020310057,43162.545101550284,1604.8780713067586,18.591096372223838,8.632509020310057,1596.2455622864486
10,12,2008-03-21,2008-03-25,LONG,917.4,938.3,8792.133576538703,43960.66788269352,5007.510130522638,56.954436450839275,8.792133576538705,4998.717996946099
15,16,2008-03-28,2008-03-31,LONG,931.3,915.9,9292.005376233312,46460.02688116656,-3841.320809459701,-41.340062278535314,9.292005376233313,-3850.6128148359344
20,21,2008-04-04,2008-04-07,LONG,913.4,919.5,8906.944094749719,44534.720473748595,1487.0910602685979,16.695861615940505,8.90694409474972,1478.1841161738482
34,35,2008-04-24,2008-04-25,LONG,885.7,884.1,9054.762506367104,45273.812531835516,-408.9313540190688,-4.5162018742238415,9.054762506367103,-417.98611652543593
36,37,2008-04-28,2008-04-29,LONG,892.9,870.0,9012.963894714561,45064.8194735728,-5778.835065207841,-64.11692238772531,9.012963894714561,-5787.848029102555
42,44,2008-05-06,2008-05-08,LONG,875.8,881.4,8434.179091804304,42170.89545902152,1348.235981791057,15.98538479104825,8.434179091804305,1339.8018026992527
47,48,2008-05-13,2008-05-14,LONG,866.7,863.8,8568.15927207423,42840.796360371154,-716.7319109558107,-8.365062882197101,8.568159272074231,-725.3000702278849
52,54,2008-05-20,2008-05-22,LONG,918.8,921.2,8495.62926505144,42478.1463252572,554.786412606776,6.530256856769948,8.49562926505144,546.2907833417246
57,58,2008-05-27,2008-05-28,LONG,905.6,900.6,8550.258343385613,42751.29171692806,-1180.1924612667863,-13.803003533568905,8.550258343385613,-1188.742719610172
64,65,2008-06-05,2008-06-06,LONG,876.9,900.9,8431.384071424594,42156.920357122974,5768.993548699689,68.42285323297983,8.431384071424596,5760.562164628264
68,69,2008-06-11,2008-06-12,LONG,880.0,867.8,9007.440287887423,45037.201439437114,-3121.8969179609935,-34.65909090909104,9.007440287887423,-3130.9043582488807
70,72,2008-06-13,2008-06-17,LONG,869.0,882.2,8694.349852062534,43471.749260312674,3301.6518425554045,37.974683544303936,8.694349852062535,3292.957492703342
75,76,2008-06-20,2008-06-23,LONG,901.4,883.3,9023.645601332868,45118.22800666434,-4529.842061907176,-50.19968937208793,9.02364560133287,-4538.865707508508
80,81,2008-06-27,2008-06-30,LONG,926.5,925.1,8569.759030582018,42848.79515291009,-323.73617492753993,-3.777657852131617,8.569759030582018,-332.30593395812195
82,84,2008-07-01,2008-07-03,LONG,939.3,933.9,8536.528437186205,42682.64218593103,-1226.904438433017,-14.372404982433668,8.536528437186206,-1235.4409668702033
86,88,2008-07-07,2008-07-09,LONG,925.5,928.2,8412.984340499183,42064.921702495914,613.5888092746671,7.29335494327403,8.412984340499182,605.175824934168
89,90,2008-07-10,2008-07-11,LONG,946.9,963.9,8473.501922992602,42367.50961496301,3803.1875776447946,44.88330341113106,8.473501922992602,3794.714075721802
94,95,2008-07-17,2008-07-18,LONG,957.3,954.6,8852.97333056478,44264.866652823905,-624.2303351228535,-7.051081165778575,8.852973330564781,-633.0833084534182
96,97,2008-07-21,2008-07-22,LONG,965.2,945.8,8789.664999719438,43948.32499859719,-4416.6882769000695,-50.24865312888544,8.789664999719438,-4425.477941899789
104,105,2008-07-31,2008-08-01,LONG,913.4,908.7,8347.11720552946,41735.586027647296,-1073.7752043460664,-12.8640245237572,8.34711720552946,-1082.1223215515959
109,110,2008-08-07,2008-08-08,LONG,872.3,856.8,8238.9049733743,41194.5248668715,-3659.951481351073,-44.42279032442967,8.2389049733743,-3668.1903863244474
112,113,2008-08-12,2008-08-13,LONG,811.7,826.5,7872.085934741856,39360.42967370928,3588.359980109003,45.58334359985202,7.872085934741857,3580.4878941742613
115,116,2008-08-15,2008-08-18,LONG,787.1,799.6,8230.134724159281,41150.673620796406,3267.5862041669106,39.70270613645026,8.230134724159281,3259.3560694427515
119,121,2008-08-21,2008-08-25,LONG,836.2,821.4,8556.070331103556,42780.35165551778,-3785.8718279219443,-44.24778761061967,8.556070331103555,-3794.4278982530477
124,126,2008-08-28,2008-09-01,LONG,833.5,817.1,8176.627541278251,40883.13770639125,-4022.096331042685,-49.19016196760641,8.17662754127825,-4030.2729585839634
129,130,2008-09-04,2008-09-05,LONG,795.9,801.7,7773.600245419855,38868.001227099274,1416.2231883225184,18.218369141852207,7.773600245419855,1408.4495880770985
133,134,2008-09-10,2008-09-11,LONG,752.1,746.4,7914.445204227564,39572.22602113782,-1499.5458603941458,-18.94694854407674,7.914445204227565,-1507.4603055983735
138,139,2008-09-17,2008-09-18,LONG,863.6,853.3,7763.699173667727,38818.495868338636,-2314.905670703396,-29.817044928207697,7.763699173667727,-2322.6693698770637
142,143,2008-09-23,2008-09-24,LONG,891.4,882.5,7531.432236680021,37657.1611834001,-1879.9009116684992,-24.960735921023044,7.531432236680021,-1887.4323439051793
144,148,2008-09-25,2008-10-01,LONG,877.1,870.1,7342.689002289502,36713.44501144751,-1465.0217482620715,-19.952114924181963,7.342689002289503,-1472.364437264361
159,162,2008-10-16,2008-10-21,LONG,804.3,771.4,7195.452558563066,35977.26279281533,-7358.273939348648,-102.26283724978234,7.195452558563066,-7365.4693919072115
167,168,2008-10-27,2008-10-28,LONG,730.2,745.2,6458.9056193723445,32294.528096861723,3317.0221956513683,51.35579293344289,6.458905619372345,3310.563290031996
182,183,2008-11-17,2008-11-18,LONG,737.2,737.9,6789.961948375543,33949.80974187772,161.1833072389588,2.3738469886053033,6.789961948375544,154.39334529058326
187,188,2008-11-24,2008-11-25,LONG,821.2,819.9,6805.401282904601,34027.006414523006,-269.33212578471887,-3.9576229907454583,6.805401282904602,-276.13752706762347
193,195,2008-12-02,2008-12-04,LONG,781.5,766.5,6777.787530197839,33888.937650989195,-3252.297279365566,-47.98464491362764,6.777787530197839,-3259.0750668957635
200,201,2008-12-11,2008-12-12,LONG,820.8,820.3,6451.880023508263,32259.400117541314,-98.25597014358345,-1.5229044834307994,6.451880023508263,-104.70785016709172
204,206,2008-12-17,2008-12-19,LONG,867.2,838.6,6441.409238491553,32207.046192457765,-5310.894379060728,-82.44926199261998,6.441409238491553,-5317.3357882992195
208,209,2008-12-23,2008-12-24,LONG,839.7,847.3,5909.6756596616315,29548.37829830816,1337.1899194184787,22.627128736453226,5.909675659661632,1331.280243758817
211,212,2008-12-30,2008-12-31,LONG,872.0,865.8,6042.803684037513,30214.018420187567,-1074.1222144791532,-17.7752293577983,6.042803684037514,-1080.1650181631908
213,214,2009-01-05,2009-01-06,LONG,858.9,863.2,5934.787182221195,29673.935911105975,742.7984888680738,12.516008848527385,5.9347871822211955,736.8637016858527
218,219,2009-01-12,2009-01-13,LONG,820.5,821.2,6008.47355238978,30042.3677619489,128.15147735140522,2.1328458257161653,6.00847355238978,122.14300379901545
223,224,2009-01-19,2009-01-20,LONG,835.7,856.4,6020.687852769681,30103.439263848406,3728.2589012902945,61.92413545530672,6.020687852769681,3722.238213437525
229,230,2009-01-27,2009-01-28,LONG,898.5,887.3,6392.911674113434,31964.55837056717,-1992.2262312206663,-31.16304952698955,6.392911674113434,-1998.6191428947798
232,233,2009-01-30,2009-02-02,LONG,926.9,904.9,6193.049759823956,30965.24879911978,-3674.805661779238,-59.33757686913367,6.193049759823957,-3680.9987115390622
237,239,2009-02-06,2009-02-10,LONG,910.6,914.9,5824.949888670049,29124.749443350247,687.6588107094484,11.805403030968469,5.82494988867005,681.8338608207783
242,244,2009-02-13,2009-02-17,LONG,941.3,969.8,5893.133274752126,29465.666373760632,4460.70058245075,75.69319026877723,5.893133274752127,4454.807449175997
247,248,2009-02-20,2009-02-23,LONG,993.5,991.1,6338.614019669727,31693.070098348635,-382.8050741622345,-6.03925515853039,6.338614019669727,-389.1436881819042
251,251,2009-02-26,2009-02-26,LONG,945.6,945.6,6299.699650851536,31498.49825425768,0.0,0.0,6.299699650851537,-6.299699650851537
4,5,2009-03-05,2009-03-06,LONG,931.7,938.6,6299.06968088645,31495.348404432254,1166.2439840645156,18.514543307931678,6.2990696808864515,1159.944914383629
11,12,2009-03-16,2009-03-17,LONG,921.9,914.5,6415.064172324814,32075.320861624066,-1287.3271199480278,-20.067252413493808,6.415064172324813,-1293.7421841203525
43,44,2009-04-29,2009-04-30,LONG,897.7,887.9,6285.689953912779,31428.449769563893,-1715.4885136556104,-27.29196836359604,6.285689953912779,-1721.7742036095233
57,58,2009-05-19,2009-05-20,LONG,924.2,938.4,6113.512533551827,30567.562667759135,2348.297932710331,38.411599220947664,6.113512533551828,2342.1844201767794
64,65,2009-05-28,2009-05-29,LONG,959.0,978.4,6347.730975569505,31738.654877847526,3210.270618510121,50.57351407716365,6.3477309755695055,3203.9228875345516
68,69,2009-06-03,2009-06-04,LONG,962.9,979.8,6668.12326432296,33340.6163216148,2925.8303865161974,43.87786893758432,6.6681232643229595,2919.1622632518743
70,72,2009-06-05,2009-06-09,LONG,954.9,954.4,6960.039490648147,34800.19745324073,-91.10953359838919,-1.3090375955597444,6.960039490648147,-98.06957308903733
83,84,2009-06-24,2009-06-25,LONG,931.3,938.8,6950.232533339244,34751.16266669622,1399.300547622794,20.133147213572425,6.950232533339244,1392.3503150894549
89,90,2009-07-02,2009-07-03,LONG,929.3,932.1,7089.467564848191,35447.33782424095,534.0177870863935,7.532551382761402,7.089467564848191,526.9283195215453
94,95,2009-07-09,2009-07-10,LONG,911.8,912.2,7142.160396800345,35710.80198400172,78.3303399517654,1.0967317394167881,7.142160396800345,71.18817955496505
96,97,2009-07-13,2009-07-14,LONG,919.9,925.2,7149.27921475584,35746.3960737792,1029.7635568596163,14.403739536906372,7.149279214755841,1022.6142776448604
104,105,2009-07-23,2009-07-24,LONG,948.8,951.5,7251.5406425203255,36257.70321260163,515.8926995890918,7.11424957841496,7.251540642520326,508.6411589465714
115,116,2009-08-07,2009-08-10,LONG,955.1,945.0,7302.404758414983,36512.02379207491,-1930.5383745155348,-26.437022301329762,7.302404758414983,-1937.8407792739497
119,120,2009-08-13,2009-08-14,LONG,955.0,947.3,7108.6206804875865,35543.10340243793,-1432.8895088941033,-20.157068062827346,7.108620680487587,-1439.9981295745908
124,125,2009-08-20,2009-08-21,LONG,940.6,953.6,6964.620867530129,34823.10433765064,2406.4445906307587,34.55241335317882,6.964620867530129,2399.479969763229
133,134,2009-09-02,2009-09-03,LONG,977.4,990.9,7204.568864506449,36022.84432253225,2487.7654918875864,34.5303867403315,7.20456886450645,2480.56092302308
138,139,2009-09-09,2009-09-10,LONG,992.6,995.9,7452.624956808757,37263.124784043786,619.4253062026133,8.311505138021245,7.452624956808758,611.9726812458046
144,146,2009-09-17,2009-09-21,LONG,1011.2,1003.0,7513.8222249333385,37569.11112466669,-1523.2728996354263,-20.272943037974798,7.513822224933339,-1530.7867218603596
161,162,2009-10-12,2009-10-13,LONG,1055.2,1063.3,7360.743552747302,36803.71776373651,1412.5763546543894,19.190674753600995,7.360743552747302,1405.215611101642
167,168,2009-10-20,2009-10-21,LONG,1054.5,1052.6,7501.265113857466,37506.32556928733,-337.89482494855065,-4.5045045045047205,7.501265113857466,-345.3960900624081
194,195,2009-11-26,2009-11-27,LONG,1191.8,1177.2,7466.725504851225,37333.627524256124,-2286.7551680405104,-30.625943950327045,7.466725504851225,-2294.2218935453616
204,206,2009-12-10,2009-12-14,LONG,1130.0,1126.4,7237.303315496689,36186.516577483446,-576.4223879598987,-7.964601769911303,7.23730331549669,-583.6596912753954
208,209,2009-12-16,2009-12-17,LONG,1137.3,1096.8,7178.937346369149,35894.686731845744,-6391.166854127112,-89.02664204695331,7.178937346369149,-6398.345791473481
211,212,2009-12-21,2009-12-22,LONG,1092.1,1083.3,6539.102767221801,32695.513836109003,-1317.281026269379,-20.144675396025903,6.5391027672218005,-1323.8201290366007
229,230,2010-01-19,2010-01-20,LONG,1138.0,1111.6,6406.72075431814,32033.6037715907,-3715.6728452108846,-57.99648506151161,6.40672075431814,-3722.0795659652026
232,233,2010-01-22,2010-01-25,LONG,1093.3,1098.0,6034.512797721621,30172.563988608104,648.545919447816,10.747278880453775,6.0345127977216215,642.5114066500944
237,239,2010-01-29,2010-02-02,LONG,1081.4,1114.4,6098.76393838663,30493.81969193315,4652.7466702135835,76.28999445163676,6.098763938386631,4646.647906275197
243,244,2010-02-08,2010-02-09,LONG,1062.5,1077.7,6563.428729014148,32817.14364507074,2347.3909807297728,35.76470588235304,6.563428729014149,2340.8275520007587
247,248,2010-02-12,2010-02-15,LONG,1091.9,1100.3,6797.511484214224,33987.55742107112,1307.333466146134,19.232530451506236,6.797511484214224,1300.5359546619197
251,251,2010-02-18,2010-02-18,LONG,1108.3,1108.3,6927.565079680416,34637.82539840208,0.0,0.0,6.927565079680416,-6.927565079680416
4,5,2010-02-25,2010-02-26,LONG,1106.6,1116.4,6926.872323172448,34634.36161586224,1533.6017704475703,22.139887945057342,6.926872323172448,1526.674898124398
10,12,2010-03-05,2010-03-09,LONG,1131.2,1121.1,7079.539812984888,35397.69906492444,-1580.254422541291,-22.32142857142887,7.079539812984888,-1587.3339623542759
15,16,2010-03-12,2010-03-15,LONG,1102.2,1108.7,6920.8064167494595,34604.0320837473,1020.3511547103858,14.743240791144984,6.92080641674946,1013.4303482936364
20,21,2010-03-19,2010-03-22,LONG,1106.5,1101.6,7022.149451578824,35110.747257894116,-777.4182628273129,-11.070944419340465,7.022149451578824,-784.4404122788917
42,44,2010-04-20,2010-04-22,LONG,1140.2,1141.1,6943.705410350934,34718.52705175467,137.0227782256379,1.9733380108749858,6.943705410350934,130.07907281528696
53,54,2010-05-05,2010-05-06,LONG,1174.5,1207.9,6956.713317632462,34783.56658816231,4945.811511471369,71.09408258833567,6.956713317632463,4938.854798153737
57,58,2010-05-11,2010-05-12,LONG,1232.1,1238.4,7450.598797447837,37252.993987239184,952.4140172048277,12.783053323594235,7.450598797447837,944.9634184073799
64,65,2010-05-20,2010-05-21,LONG,1181.9,1177.0,7545.095139288574,37725.47569644287,-782.0239906615342,-10.364667061511316,7.5450951392885734,-789.5690858008228
68,69,2010-05-26,2010-05-27,LONG,1211.1,1212.1,7466.138230708491,37330.69115354246,154.11894622055345,2.06423912145983,7.466138230708492,146.65280798984497
70,72,2010-05-28,2010-06-01,LONG,1213.9,1225.0,7480.803511507476,37404.01755753738,1710.126842773958,22.86020265260711,7.480803511507476,1702.6460392624506
83,84,2010-06-16,2010-06-17,LONG,1228.7,1244.6,7651.06811543372,38255.3405771686,2475.217364600698,32.351265565231266,7.651068115433721,2467.5662964852645
89,90,2010-06-24,2010-06-25,LONG,1242.9,1254.2,7897.824745082247,39489.123725411235,1795.1045864395574,22.72910129535754,7.897824745082247,1787.206761694475
94,95,2010-07-01,2010-07-02,LONG,1198.2,1210.8,8076.545421251694,40382.72710625847,2123.278090213875,26.289434151226647,8.076545421251694,2115.2015447926233
96,97,2010-07-05,2010-07-06,LONG,1208.5,1192.1,8288.065575730956,41440.32787865478,-2811.8385486551188,-33.92635498551943,8.288065575730958,-2820.1266142308496
104,105,2010-07-15,2010-07-16,LONG,1207.8,1192.4,8006.052914307869,40030.264571539345,-2552.0205100252547,-31.876138433515205,8.006052914307869,-2560.0265629395626
109,110,2010-07-22,2010-07-23,LONG,1194.3,1186.7,7750.050258013912,38750.25129006956,-1232.9477928683125,-15.908900611236518,7.750050258013912,-1240.6978431263265
115,116,2010-07-30,2010-08-02,LONG,1180.3,1182.2,7625.980473701279,38129.902368506395,306.90000211880715,4.024400576124906,7.625980473701279,299.27402164510585
119,120,2010-08-05,2010-08-06,LONG,1194.5,1204.7,7655.90787586579,38279.53937932895,1634.3712920433527,21.347844286312355,7.65590787586579,1626.715384167487
124,125,2010-08-12,2010-08-13,LONG,1213.4,1214.3,7818.579414282538,39092.89707141269,144.97942708202606,1.8542937201249867,7.818579414282539,137.16084766774352
129,130,2010-08-19,2010-08-20,LONG,1231.5,1226.9,7832.295499049314,39161.47749524657,-731.3958444097874,-9.338205440519506,7.832295499049314,-739.2281399088367
133,134,2010-08-25,2010-08-26,LONG,1239.6,1237.0,7758.372685058428,38791.86342529214,-406.82012304677335,-5.2436269764438315,7.758372685058428,-414.57849573183177
138,139,2010-09-01,2010-09-02,LONG,1243.7,1250.4,7716.914835485244,38584.57417742622,1039.304683560173,13.46787810565258,7.716914835485245,1031.5877687246877
142,143,2010-09-07,2010-09-08,LONG,1255.2,1254.6,7820.073612357713,39100.36806178856,-93.45212251863636,-1.1950286806886081,7.820073612357713,-101.27219613099408
144,147,2010-09-09,2010-09-14,LONG,1243.1,1267.7,7809.946392744614,39049.73196372307,3863.8219222411426,49.47309146488645,7.809946392744614,3856.011975848398
159,162,2010-09-30,2010-10-05,LONG,1307.7,1340.1,8195.547590329455,40977.73795164728,5076.388734546785,61.94081211286966,8.195547590329456,5068.193186956455
167,168,2010-10-12,2010-10-13,LONG,1349.9,1371.7,8702.3669090251,43511.8345451255,3513.4380068291493,40.373360989702846,8.7023669090251,3504.7356399201244
182,183,2010-11-19,2010-11-22,LONG,1353.2,1366.4,9052.840473017113,45264.20236508557,2207.683532438411,24.386639077741734,9.052840473017115,2198.630691965394
187,188,2010-11-26,2010-11-29,LONG,1362.7,1365.8,9272.703542213652,46363.51771106826,527.3607723794944,5.6872385704849,9.272703542213653,518.0880688372807
194,195,2010-12-07,2010-12-08,LONG,1401.7,1381.5,9324.51234909738,46622.5617454869,-3359.4055334908944,-36.027680673468005,9.32451234909738,-3368.730045839992
200,201,2010-12-15,2010-12-16,LONG,1380.4,1369.6,8987.639344513382,44938.19672256691,-1757.94162780256,-19.55954795711421,8.987639344513381,-1766.9292671470735
204,206,2010-12-21,2010-12-23,LONG,1385.2,1379.4,8810.946417798674,44054.73208899337,-922.3124679330044,-10.467802483395818,8.810946417798673,-931.123414350803
208,209,2010-12-27,2010-12-28,LONG,1383.2,1405.3,8717.834076363593,43589.17038181797,3482.217558697849,39.94360902255622,8.717834076363594,3473.4997246214857
211,212,2010-12-30,2011-01-03,LONG,1402.9,1414.3,9065.184048825742,45325.92024412871,1841.5977289295781,20.31506165799391,9.065184048825744,1832.5325448807523
213,214,2011-01-04,2011-01-05,LONG,1380.1,1377.8,9248.437303313816,46242.18651656908,-385.32363230239406,-4.166364756177007,9.248437303313818,-394.5720696057079
